page_id,title,founder_pattern,founder_pattern_numeric,idea_pattern,idea_pattern_numeric,structural_advantage,structural_advantage_numeric,asymmetric_signal,asymmetric_signal_numeric,methods,notes
260101d8-0eba-8120-9941-dda8ab82c92c,XUnit,,17,,28,,28,,28,,skipped_already_filled
260101d8-0eba-8105-91ae-e7c8b0ef4cf2,Tazapay,,-1,,-1,,-1,,-1,,skipped_already_filled
260101d8-0eba-81e4-a987-ee916c1829c7,Bloom (YC X25),,-1,,-1,,-1,,-1,,skipped_already_filled
260101d8-0eba-814d-a398-ff7943e29ce2,Idle Network,,20,,31,,83,,83,,skipped_already_filled
260101d8-0eba-81d9-8d5f-e1221c853092,PowLayer,,17,,26,,22,,3,,skipped_already_filled
260101d8-0eba-8140-a473-fbcfee04150c,Forgework,,-1,,-1,,-1,,-1,,skipped_already_filled
260101d8-0eba-81a1-ad7c-db6baf61fd45,GetDynasty,,20,,28,,26,,4,,skipped_already_filled
260101d8-0eba-81d7-a052-cce6800c5be6,WuAI,,19,,27,,24,,3,,skipped_already_filled
260101d8-0eba-811b-9ca6-d1283ba16226,Autograph.ai,,21,,27,,23,,2,,skipped_already_filled
260101d8-0eba-81dd-bcd7-f006c51b01a3,Yappr Fun,,20,,29,,26,,3,,skipped_already_filled
260101d8-0eba-81ad-9de8-e2376222bd53,FyniAI,,20,,28,,28,,4,,skipped_already_filled
260101d8-0eba-818b-a866-e2db2440f9d1,bitrig,,24,,32,,30,,4,,skipped_already_filled
260101d8-0eba-819f-a193-c87614c3e018,PUMPPSY,,20,,31,,28,,4,,skipped_already_filled
260101d8-0eba-81eb-b745-e548f855bbb5,Dex,,22,,31,,26,,4,,skipped_already_filled
260101d8-0eba-81a0-8bec-edb6de66ba39,🚨 ENSMarketBot.eth,,20,,22,,16,,3,,skipped_already_filled
260101d8-0eba-811a-8dc2-e4e7ef15661f,Kaleidoswap,,21,,30,,21,,21,,skipped_already_filled
260101d8-0eba-8132-bf58-ecd37d1327c8,LERAX,,19,,27,,26,,4,,skipped_already_filled
260101d8-0eba-81d1-9dcb-ddff4fb20f7d,Gulf Publisher,,-1,,-1,,-1,,-1,,skipped_already_filled
260101d8-0eba-810a-88d2-df617eea3ea6,XO Live,,-1,,-1,,-1,,-1,,skipped_already_filled
260101d8-0eba-819c-98e8-ea3964b5516b,Predictfully,,21,,27,,26,,4,,skipped_already_filled
260101d8-0eba-819d-baa8-fdfe6157de3b,Algorithm (@JoinAlgorithm),,19,,27,,22,,3,,skipped_already_filled
260101d8-0eba-81a1-b2ca-d683fdfc94d8,Watch👀r,,18,,22,,20,,4,,skipped_already_filled
260101d8-0eba-8164-b889-f63b365ef4f9,Stratum,,17,,25,,22,,2,,skipped_already_filled
260101d8-0eba-81f7-b7f6-d11b78da06d0,Feels,,18,,28,,27,,3,,skipped_already_filled
260101d8-0eba-8144-a4d1-e139d962683e,QR SOL,,16,,26,,18,,2,,skipped_already_filled
260101d8-0eba-8137-ad87-c64297101ca6,Aegis Protocol,,16,,27,,21,,2,,skipped_already_filled
260101d8-0eba-81f0-84a3-cbd54c841a9f,3plus4,,20,,27,,22,,3,,skipped_already_filled
260101d8-0eba-81a3-a536-c2657f6adb8d,CAAVE,,16,,26,,21,,3,,skipped_already_filled
260101d8-0eba-81f6-b9e7-d8125201d6d4,Version.Fun,,18,,26,,22,,2,,skipped_already_filled
260101d8-0eba-818d-8297-f8520d66002d,Pollinator,,19,,28,,26,,3,,skipped_already_filled
260101d8-0eba-81c7-af0b-ca776788a97d,uname,,20,,27,,27,,4,,skipped_already_filled
260101d8-0eba-8114-94df-d1af1ccdea50,Noetic Order,,-1,,-1,,-1,,-1,,skipped_already_filled
260101d8-0eba-81b4-b92d-d0d8bf297aee,LIMITLESS,,16,,23,,20,,2,,skipped_already_filled
260101d8-0eba-812f-b2d2-eba4dd6f628f,Fulcrum,,20,,30,,27,,4,,skipped_already_filled
260101d8-0eba-81bd-80d4-e70f48978d5d,Trace (YC S25),,21,,28,,26,,4,,skipped_already_filled
260101d8-0eba-8152-a03b-c995abd20ac7,Omen,,20,,26,,22,,2,,skipped_already_filled
260101d8-0eba-8184-8726-eba0362adaa4,meridian.,,18,,28,,26,,3,,skipped_already_filled
260101d8-0eba-8162-aab7-f69c90f64e76,Pace,,21,,28,,27,,4,,skipped_already_filled
260101d8-0eba-81e8-87e4-d0ef67fa8d41,ZKOP (ZkoProtocol),,16,,27,,22,,3,,skipped_already_filled
260101d8-0eba-819b-b6c9-cdee14f7b717,PredictionIndex.xyz,,20,,25,,21,,3,,skipped_already_filled
260101d8-0eba-811c-964d-dade6885f4ff,Penrose,,21,,27,,25,,4,,skipped_already_filled
260101d8-0eba-816f-88b9-e4ad64e80971,Vela,,17,,24,,19,,2,,skipped_already_filled
260101d8-0eba-816f-85cf-e94cb5ac29b0,feeless,,19,,31,,27,,3,,skipped_already_filled
260101d8-0eba-8121-a608-fe6bd8cc9a1b,Manhattan Project,,-1,,-1,,-1,,-1,,skipped_already_filled
260101d8-0eba-8117-ba9c-fee7ee56d990,Tych (@usetych),,15,,24,,22,,2,,skipped_already_filled
260101d8-0eba-810b-a502-c6f249ee9a8e,Nemoto Corporation,,18,,26,,24,,4,,skipped_already_filled
260101d8-0eba-81b7-99a3-d9cf7c0ce9f3,Affine,,17,,23,,22,,58,,skipped_already_filled
260101d8-0eba-819a-bd80-ffb52ba44c48,ENS AI Bot,,18,,26,,21,,2,,skipped_already_filled
260101d8-0eba-81b4-83f4-c980fb584f97,kage.,,-1,,-1,,-1,,-1,,skipped_already_filled
260101d8-0eba-8121-9ca1-ef1ecb011dce,GOLDN,,68,,26,,24,,2,,skipped_already_filled
260101d8-0eba-81e1-8042-da5aef2c1225,Help.Fun,,17,,24,,21,,2,,skipped_already_filled
260101d8-0eba-81ad-a10b-f54f679baa41,Elastics (@elastics_ai),,19,,28,,27,,3,,skipped_already_filled
260101d8-0eba-81d8-8214-eede5da07f34,Kalshi Support,,-1,,-1,,-1,,-1,,skipped_already_filled
260101d8-0eba-81db-8f9e-e810238076da,Dimension,,15,,26,,22,,1,,skipped_already_filled
260101d8-0eba-81cd-9d6f-c0544cb06775,Mycelia Markets,,16,,22,,21,,1,,skipped_already_filled
260101d8-0eba-81c1-9aa2-df513f3f4a9c,Alignmint,,15,,16,,17,,1,,skipped_already_filled
260101d8-0eba-8197-9a58-cc9178c69ab4,RouteMesh,,20,,28,,27,,4,,skipped_already_filled
260101d8-0eba-81fb-9018-df9cab7872dd,Quok.it,,19,,28,,26,,3,,skipped_already_filled
260101d8-0eba-8177-9966-cd8da7043350,Koalabs,,13,,24,,22,,1,,skipped_already_filled
260101d8-0eba-815b-a47c-c470d039f927,Axios,,16,,24,,24,,24,,skipped_already_filled
260101d8-0eba-8180-a535-eb1b0b82e663,ColossusDAO,,15,,27,,22,,1,,skipped_already_filled
260101d8-0eba-81d6-8f18-f06f34bf91be,Netrun,,16,,22,,21,,1,,skipped_already_filled
260101d8-0eba-81f2-9d5e-d8bb2c7a7118,SOLTECHNICS,,15,,27,,22,,1,,skipped_already_filled
260101d8-0eba-819e-bbdd-dbbdc3ed0dc0,Auro BTC,,-1,,-1,,-1,,-1,,skipped_already_filled
25d101d8-0eba-8103-98dc-f981e9765ce8,Stork-SMS,,19,,27,,24,,4,,skipped_already_filled
25d101d8-0eba-813a-8037-f15c867b9ce8,HeimLabs,,-1,,-1,,-1,,-1,,skipped_already_filled
25d101d8-0eba-81cc-a2ff-e0f5c096fbfc,Fortris,,-1,,-1,,-1,,-1,,skipped_already_filled
25d101d8-0eba-816f-a095-fad3def07d73,Uxio,,-1,,-1,,-1,,-1,,skipped_already_filled
25d101d8-0eba-814b-b13b-e16147bf6d7a,Koan.,,20,,29,,27,,3,,skipped_already_filled
25d101d8-0eba-81d5-a6c4-cfafdea75341,Epicenter,,23,,31,,28,,4,,skipped_already_filled
25d101d8-0eba-817e-b191-faa0f904a127,FOMO,,20,,27,,24,,4,,skipped_already_filled
25d101d8-0eba-81aa-b330-d2b028353563,Edel Finance,,18,,28,,22,,2,,skipped_already_filled
25d101d8-0eba-819e-af3f-f9efc4400982,Rumik.ai,,20,,28,,27,,5,,skipped_already_filled
25d101d8-0eba-812f-ab12-c46c0299f883,Apiar,,-1,,-1,,-1,,-1,,skipped_already_filled
25d101d8-0eba-81e2-9b17-d87b377d96e9,Xeno Robotics,,15,,27,,24,,1,,skipped_already_filled
25d101d8-0eba-8188-8368-e592a0ba98bc,inference.sh,,17,,27,,26,,3,,skipped_already_filled
25d101d8-0eba-81d3-8576-ec4462eec02b,TokenLauncher.com,,-1,,-1,,-1,,-1,,skipped_already_filled
25d101d8-0eba-81d2-8749-f3a5f58aa521,Degen Box AF,,-1,,-1,,-1,,-1,,skipped_already_filled
25d101d8-0eba-8102-90a5-f80d3ffb4bd4,Formula,,18,,27,,27,,3,,skipped_already_filled
25d101d8-0eba-8185-bd44-d7b5e410b461,Predict,,-1,,-1,,-1,,-1,,skipped_already_filled
25d101d8-0eba-81c8-8de9-f6b76389333b,Neuronav,,20,,28,,23,,4,,skipped_already_filled
25c101d8-0eba-81cb-88b9-dcdadf031c5b,AsiaStrategy,,-1,,-1,,-1,,-1,,skipped_already_filled
25c101d8-0eba-816a-ba71-e13f0dd133de,FlashBlock.trade,,16,,24,,24,,3,,skipped_already_filled
25c101d8-0eba-81ba-a45b-ca035ace4608,Phonic,,-1,,-1,,-1,,-1,,skipped_already_filled
25c101d8-0eba-81e3-9ba3-ccd15c118389,Intent Inc (@Intent_HQ),,20,,27,,22,,3,,skipped_already_filled
25c101d8-0eba-8173-a6e4-f18b142e3632,Astera.fi,,21,,28,,26,,3,,skipped_already_filled
25c101d8-0eba-8182-81f3-c2a74b5ef543,MXNB,,-1,,-1,,-1,,-1,,skipped_already_filled
25c101d8-0eba-81c4-a8e4-eef8beceb784,Spark Money Bot,,20,,28,,27,,3,,skipped_already_filled
25c101d8-0eba-819c-8601-cb06075051f6,Sentient Pools,,19,,27,,24,,2,,skipped_already_filled
25c101d8-0eba-8165-9b19-f070ecfdeec0,officialSUIG,,-1,,-1,,-1,,-1,,skipped_already_filled
25c101d8-0eba-813b-b929-f7230da23136,ZERO ⚫,,16,,22,,24,,3,,skipped_already_filled
25c101d8-0eba-8106-8b71-ff3b8771882d,Start.Fun,,20,,28,,27,,3,,skipped_already_filled
25c101d8-0eba-8118-9861-e57ae7943ba3,D3LAB,,-1,,-1,,-1,,-1,,skipped_already_filled
25c101d8-0eba-819b-90a1-d2ea6efbbea6,"FF&E (Furniture, Fixtures, and Equipment)",,-1,,-1,,-1,,-1,,skipped_already_filled
25c101d8-0eba-81c7-a080-e2b58c401df8,Yatori,,19,,27,,22,,3,,skipped_already_filled
25c101d8-0eba-8133-892f-d3a68388ce6e,buildr,,16,,21,,21,,2,,skipped_already_filled
25c101d8-0eba-817c-a46b-ecb7adf6efe3,Clementine,,21,,31,,26,,3,,skipped_already_filled
25c101d8-0eba-8159-a586-f10c8884b0ec,BaseRise,,9,,13,,12,,1,,skipped_already_filled
25c101d8-0eba-8168-be80-eaca545f9dbb,XFusion,,21,,28,,27,,3,,skipped_already_filled
25c101d8-0eba-81d7-962b-eb9b208cf9f0,Fact Machine,,-1,,-1,,-1,,-1,,skipped_already_filled
25c101d8-0eba-81ba-b2a6-dfb2983eff0b,your.fun,,16,,21,,22,,5,,skipped_already_filled
25c101d8-0eba-81f8-9e71-d06abe083eef,Wonder (@usewonder),,21,,28,,24,,4,,skipped_already_filled
25c101d8-0eba-8162-864c-df4f2e77bb2a,Qryptix,,16,,27,,21,,2,,skipped_already_filled
25c101d8-0eba-81b7-9d25-dea6ba11b33e,Covici,,22,,27,,24,,4,,skipped_already_filled
25c101d8-0eba-8132-8de4-f5489ab5e075,Plaude,,20,,26,,24,,2,,skipped_already_filled
25c101d8-0eba-81a9-9336-dcfa89c35ce9,The Invention Network | The Invention Game,,-1,,-1,,-1,,-1,,skipped_already_filled
25c101d8-0eba-814f-9fbc-f8c145c14197,Conquest (Twitter: @JoinConquest),,-1,,-1,,-1,,-1,,skipped_already_filled
25c101d8-0eba-81b9-8b62-c54859399cd1,Republic,,16,,24,,22,,1,,skipped_already_filled
25c101d8-0eba-81f4-a068-e397fa8e9264,Styles Lab,,18,,22,,21,,3,,skipped_already_filled
25c101d8-0eba-8192-82b7-e063e2f6c392,Sensemap,,17,,29,,27,,4,,skipped_already_filled
25c101d8-0eba-81ab-87eb-c4ae19d0268e,Cypher Robotics,,12,,22,,19,,1,,skipped_already_filled
25c101d8-0eba-81dd-a28c-fd03d6acb5f8,Luminal,,22,,31,,30,,4,,skipped_already_filled
25c101d8-0eba-81d0-9614-c9c385ae74b5,Gondor,,21,,28,,26,,4,,skipped_already_filled
25c101d8-0eba-8133-8fde-e8867725745a,Radical Numerics,,22,,29,,28,,4,,skipped_already_filled
25c101d8-0eba-81f6-b43f-cb3d7645001e,Tessera V,,16,,28,,29,,4,,skipped_already_filled
25c101d8-0eba-819b-9902-d5ef7eb8348c,Stellon Labs,,22,,32,,28,,5,,skipped_already_filled
25a101d8-0eba-8175-91eb-cda417f4bd5e,Bitchat Community (@BitchatMe_),,22,,30,,28,,5,,skipped_already_filled
25a101d8-0eba-8187-92a9-f7510611bfef,NOX METALS,,22,,29,,27,,4,,skipped_already_filled
25a101d8-0eba-817f-bad3-d173fd7e8b55,Global Compute Index,,19,,27,,24,,3,,skipped_already_filled
25a101d8-0eba-81c0-9796-e1ed2bfa9f1e,HumidiFi,,19,,31,,27,,4,,skipped_already_filled
25a101d8-0eba-8180-9a30-d4cedc6b41b2,Flowweave,,20,,28,,27,,3,,skipped_already_filled
25a101d8-0eba-8198-8f8e-d662db0efd36,▣ / ThereWasDark ($DARK),,20,,28,,24,,4,,skipped_already_filled
25a101d8-0eba-81b5-884d-fb90d54323ee,Signals,,21,,31,,27,,4,,skipped_already_filled
25a101d8-0eba-8115-9dde-fcb129924c9f,Wincent,,-1,,-1,,-1,,-1,,skipped_already_filled
25a101d8-0eba-8146-9285-f61c23ba615b,evmtools.xyz,,20,,26,,22,,4,,skipped_already_filled
25a101d8-0eba-81a6-92c8-e6ce1d50d7b3,Keeplin Token,,20,,26,,24,,3,,skipped_already_filled
25a101d8-0eba-81d1-897c-f0f7a2022bcc,Raven,,19,,29,,27,,3,,skipped_already_filled
25a101d8-0eba-81d5-a32e-c9041ca1b91e,QJUMP,,17,,22,,16,,2,,skipped_already_filled
25a101d8-0eba-8141-80e9-d6cbc9368f76,Sharpa,,19,,29,,27,,4,,skipped_already_filled
25a101d8-0eba-81a5-b3dd-e4a58b0e513b,Avenia,,-1,,-1,,-1,,-1,,skipped_already_filled
25a101d8-0eba-810f-ba6d-e1bb4dcbc3f8,Artimus Robotics,,-1,,-1,,-1,,-1,,skipped_already_filled
25a101d8-0eba-81da-982d-c8dc9d73468e,AffRev,,20,,24,,20,,3,,skipped_already_filled
25a101d8-0eba-819e-8b56-ec6d7d948780,Noesis Protocol,,16,,26,,24,,2,,skipped_already_filled
25a101d8-0eba-8170-905b-ee4ee6cf5360,Xpow.Fun,,18,,28,,23,,4,,skipped_already_filled
25a101d8-0eba-81ac-a85f-c3c41acc9fb5,ComplyGen,,17,,28,,26,,3,,skipped_already_filled
25a101d8-0eba-81dd-aba6-c0234b8cd249,andthenchat,,21,,27,,26,,4,,skipped_already_filled
25a101d8-0eba-8106-ac83-f8edf32807db,Ethereum95,,17,,27,,22,,4,,skipped_already_filled
25a101d8-0eba-8132-8ce9-ff42377a8d27,narrative.trade,,18,,27,,22,,3,,skipped_already_filled
25a101d8-0eba-812b-99de-d483bb6f648e,Plant Protocol,,16,,24,,20,,2,,skipped_already_filled
25a101d8-0eba-81ec-a392-e87039707829,skybounce,,-1,,-1,,-1,,-1,,skipped_already_filled
258101d8-0eba-8197-8e3c-c4f0e165662b,Jolt,,17,,27,,26,,3,,skipped_already_filled
258101d8-0eba-81f9-894c-c84292ec216d,ANALOS ($LOS),,21,,28,,27,,4,,skipped_already_filled
258101d8-0eba-8190-964e-ff382df54852,OnlyStables,,19,,29,,25,,2,,skipped_already_filled
258101d8-0eba-81d9-86d8-c1d7a5ecfb9c,ARKIVE,,20,,27,,22,,3,,skipped_already_filled
258101d8-0eba-8128-808d-c089c398261f,Avatoshi,,20,,27,,26,,4,,skipped_already_filled
258101d8-0eba-8195-9dc5-f9d9ed06f147,ByteRover,,22,,30,,27,,5,,skipped_already_filled
258101d8-0eba-818c-83b2-ec3c092e238b,DegenIn,,18,,26,,24,,3,,skipped_already_filled
258101d8-0eba-8150-8865-de5301f46861,Rock (@rockjs_dev),,-1,,-1,,-1,,-1,,skipped_already_filled
258101d8-0eba-81e7-9299-e2378abbcd94,OkieDokie,,19,,27,,27,,4,,skipped_already_filled
258101d8-0eba-812c-a1cf-c3d777d18392,PRAY / cult_protocol,,20,,28,,22,,3,,skipped_already_filled
258101d8-0eba-816e-942e-d0611ceb8a9f,Dynamics Lab,,21,,31,,27,,4,,skipped_already_filled
258101d8-0eba-8152-9231-f95297f43a71,Randamu,,23,,32,,31,,5,,skipped_already_filled
258101d8-0eba-8135-a7d2-f6d13f834396,BayesMarket,,-1,,-1,,-1,,72,,skipped_already_filled
258101d8-0eba-814c-a563-ffcc9e3776d5,Geomi,,20,,28,,27,,4,,skipped_already_filled
258101d8-0eba-8144-8b54-faed872ef925,Mirai,,21,,28,,27,,4,,skipped_already_filled
258101d8-0eba-8152-9aba-fa5f2cccc82a,Qoder,,-1,,-1,,-1,,-1,,skipped_already_filled
258101d8-0eba-81d4-902d-c97589229a81,sonar_ai,,16,,27,,24,,3,,skipped_already_filled
258101d8-0eba-8156-8e84-d1fab9d62d9d,CodexCli,,-1,,-1,,-1,,-1,,skipped_already_filled
258101d8-0eba-812e-8691-dbde29d44a28,soda,,19,,27,,24,,3,,skipped_already_filled
258101d8-0eba-813d-a75c-db76872d5000,UnifAi,,20,,27,,24,,3,,skipped_already_filled
258101d8-0eba-8192-b75f-f4667e0075ef,oracles,,19,,27,,24,,3,,skipped_already_filled
258101d8-0eba-8160-b670-ce1a6db0df44,Tear,,-1,,-1,,-1,,-1,,skipped_already_filled
258101d8-0eba-81d6-92d8-c05b414b0b84,Ginseng Swap,,20,,24,,21,,3,,skipped_already_filled
258101d8-0eba-8109-a4f5-e35e6e5ab031,Edgescale AI,,22,,29,,30,,4,,skipped_already_filled
258101d8-0eba-8116-96a3-f6121cd1fa16,snap (usesnap),,20,,27,,24,,3,,skipped_already_filled
258101d8-0eba-81c1-9e54-debb667062b6,DynoSol,,21,,26,,21,,3,,skipped_already_filled
258101d8-0eba-812a-b510-d96fb7be569d,FPL Stars,,-1,,-1,,-1,,-1,,skipped_already_filled
258101d8-0eba-8108-9386-f5c2413aa3ad,Throne Biotechnologies,,-1,,-1,,-1,,-1,,skipped_already_filled
258101d8-0eba-8114-8fdf-cac24ff78e80,Live From Heaven,,18,,28,,22,,2,,skipped_already_filled
258101d8-0eba-81da-83d7-e796d38d1f69,Blue,,23,,30,,27,,4,,skipped_already_filled
258101d8-0eba-8105-94e7-e90bbfb09f80,Quo Labs,,23,,29,,26,,4,,skipped_already_filled
258101d8-0eba-81fa-bfd3-c161b045a33c,Lightcone,,21,,24,,22,,4,,skipped_already_filled
258101d8-0eba-8156-81a4-da4a71576c9d,BOILRBANG ♨️,,-1,,-1,,-1,,-1,,skipped_already_filled
258101d8-0eba-81c2-a5f1-d8db0e65543a,Montra,,20,,27,,25,,3,,skipped_already_filled
258101d8-0eba-81ee-9ced-c96771f9c895,Falkon Trade,,18,,24,,25,,3,,skipped_already_filled
258101d8-0eba-8113-934b-d88b94ee6cf0,Cushion,,16,,26,,22,,1,,skipped_already_filled
258101d8-0eba-8186-9c91-e5fe99a38717,Hypd.fun,,-1,,-1,,-1,,-1,,skipped_already_filled
258101d8-0eba-8157-bf7b-f69918a536a5,Magni Finance,,16,,24,,22,,2,,skipped_already_filled
258101d8-0eba-8178-a4bf-c4a504769047,origin.fun,,10,,21,,16,,1,,skipped_already_filled
258101d8-0eba-81b1-9e97-ed26f27d150c,VeryAI,,18,,28,,24,,3,,skipped_already_filled
258101d8-0eba-819b-ae5e-f68328630002,Prism Code,,20,,28,,24,,3,,skipped_already_filled
258101d8-0eba-817b-8463-f56400ce584d,Goonpad,,16,,24,,21,,3,,skipped_already_filled
258101d8-0eba-8130-be36-cbb34305ea6b,Velix,,17,,24,,22,,2,,skipped_already_filled
258101d8-0eba-812b-bcba-df1b42b2f06c,Concordance,,21,,27,,24,,3,,skipped_already_filled
256101d8-0eba-819c-82be-e84283352d44,Kite,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-81e2-b081-c5a734675b94,Ardent AI,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-81cc-88fd-dee1f2484051,Feather.zone,,20,,27,,26,,4,,skipped_already_filled
256101d8-0eba-81ea-b466-c48e4081e1b4,QUEN 量子加密,,20,,29,,26,,3,,skipped_already_filled
256101d8-0eba-81f1-bf07-c24b50013c6d,security.xyz,,17,,28,,27,,4,,skipped_already_filled
256101d8-0eba-8112-bf0f-cc283526ca17,Pubhouse,,18,,29,,27,,4,,skipped_already_filled
256101d8-0eba-8114-96b0-cfbc4e00df48,THE ARK,,16,,27,,22,,3,,skipped_already_filled
256101d8-0eba-81df-af13-f24071fa43c5,EliseAI,,-1,,-1,,-1,,10,,skipped_already_filled
256101d8-0eba-81f3-ac7e-d58b993d46f1,PerpStock,,18,,27,,25,,3,,skipped_already_filled
256101d8-0eba-818e-96ac-f4ec8c4d05c4,Sol Splitter,,19,,27,,24,,3,,skipped_already_filled
256101d8-0eba-8165-bf69-f86fe601b978,Warbler Labs,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-813b-b404-c9911861b992,Nodefleet,,19,,23,,24,,3,,skipped_already_filled
256101d8-0eba-810b-bd03-e36c233df7f4,Updraft,,22,,29,,26,,22,,skipped_already_filled
256101d8-0eba-811f-92d0-e2f4c402a16a,Okoswap,,18,,27,,24,,3,,skipped_already_filled
256101d8-0eba-8121-b138-c492f8ae5c54,ACI.dev (AipoLabs),,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-8199-bc91-c435bf151964,Pilot AI,,16,,24,,22,,4,,skipped_already_filled
256101d8-0eba-8150-8b4e-f474ce676aef,IVIX,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-812c-80ae-e5b2c7451297,Bandada,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-810e-b9d9-f0f05fd501c0,Limelight Steel,,-1,,20,,100,,-1,,skipped_already_filled
256101d8-0eba-81db-9ef0-d4238dbf7f13,TG Launch,,20,,26,,21,,3,,skipped_already_filled
256101d8-0eba-819c-9b25-f0b475632b07,Freebeat.ai,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-8159-a318-e7de46254af0,BIP Quantum,,20,,28,,26,,3,,skipped_already_filled
256101d8-0eba-8135-aad1-da197983a31c,Halo,,23,,29,,23,,4,,skipped_already_filled
256101d8-0eba-8177-bcfc-eca5cdd40eaa,Robora,,19,,31,,27,,3,,skipped_already_filled
256101d8-0eba-81f2-85e4-fe98eacc3133,Prediqt,,18,,24,,21,,3,,skipped_already_filled
256101d8-0eba-8122-bf6f-e528792b5d9f,nuanced.dev,,-1,,-1,,-1,,35,,skipped_already_filled
256101d8-0eba-81f2-b9f3-f0fc84f46796,Layerz Wallet,,16,,27,,22,,3,,skipped_already_filled
256101d8-0eba-817f-9028-e3df53380913,Metasigning,,20,,28,,24,,3,,skipped_already_filled
256101d8-0eba-81d6-934a-ea08fde46be6,Light Strategy (LSTR),,19,,27,,25,,4,,skipped_already_filled
256101d8-0eba-81fe-9d07-e1cbde249e89,Verso,,19,,27,,26,,3,,skipped_already_filled
256101d8-0eba-8118-8fb0-e32a25b15e3d,BL4NK,,21,,29,,27,,4,,skipped_already_filled
256101d8-0eba-8149-889c-cf6afd2f130e,TrueX,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-81cd-bc7e-cd018558d088,Normal,,22,,28,,26,,4,,skipped_already_filled
256101d8-0eba-8162-9a5d-fee7291d11fa,Xtra,,15,,20,,22,,3,,skipped_already_filled
256101d8-0eba-8199-9d5c-f52a8af292f5,Field AI,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-8110-a872-cff9e60e1534,Wellspring,,20,,27,,23,,3,,skipped_already_filled
256101d8-0eba-81fc-9352-c6cfc5b0c0ea,Nabla Bio,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-816f-bc14-c4c3187de353,CrystalAI,,20,,29,,26,,4,,skipped_already_filled
256101d8-0eba-818c-91d6-c3dc379a497b,Buidl,,16,,22,,19,,3,,skipped_already_filled
256101d8-0eba-81a5-a021-d4968fd35f65,Artifact AI,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-810b-ab1f-e42670f74883,Intramotev,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-8174-8050-f4a1580e8e8a,Cilium,,16,,22,,20,,2,,skipped_already_filled
256101d8-0eba-8159-b92f-d4b2707e34e3,haloy (@haloynft),,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-810b-8896-cd97e32f1997,Panthalia,,21,,30,,28,,4,,skipped_already_filled
256101d8-0eba-8121-baec-d57c7cf7ee53,facts.hype,,20,,27,,23,,3,,skipped_already_filled
256101d8-0eba-81ed-9df6-c1217be8cf36,bloom.fun,,14,,19,,17,,2,,skipped_already_filled
256101d8-0eba-8176-b06d-c00f8a0e7816,AnomaPay,,17,,27,,26,,1,,skipped_already_filled
256101d8-0eba-8143-8883-f67b2f5398f2,ToCa.Gg,,19,,26,,21,,2,,skipped_already_filled
256101d8-0eba-8117-828f-d4509b15d39c,Dex (meetdexai),,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-816b-96ce-c973f17f5af3,Fleetzero_,,-1,,-1,,-1,,-1,,skipped_already_filled
256101d8-0eba-8193-8a5c-d7ef36206a79,Stable it,,20,,28,,27,,4,,skipped_already_filled
256101d8-0eba-814f-8bd3-c23fe154b5a7,Jackbot,,17,,22,,21,,2,,skipped_already_filled
255101d8-0eba-81cb-b794-e9fa30f7451f,Saidar,,22,,28,,23,,24,,skipped_already_filled
255101d8-0eba-81b7-abd3-e393eddefeee,VPay,,19,,28,,26,,4,,skipped_already_filled
255101d8-0eba-811b-a58f-ffc12c596bfc,HYPIQ,,19,,27,,26,,3,,skipped_already_filled
255101d8-0eba-819d-9ea2-e905a1f5cfe7,Idea Browser,,21,,28,,24,,4,,skipped_already_filled
255101d8-0eba-8126-b0bf-d0e61ef260ba,BinSentry,,-1,,-1,,-1,,-1,,skipped_already_filled
255101d8-0eba-8195-912a-c479e19b7715,Zeraxa Layer 1,,9,,10,,8,,1,,skipped_already_filled
255101d8-0eba-8149-8cbc-d381f7fd721b,Glomo,,20,,25,,29,,3,,skipped_already_filled
255101d8-0eba-81b6-ba73-d35df07f9aff,Creditlink,,18,,28,,27,,4,,skipped_already_filled
255101d8-0eba-8192-85cb-e4c83c6682a8,Okay.fun,,20,,27,,25,,4,,skipped_already_filled
255101d8-0eba-8164-96ea-d987f8ef47c1,Refold (previously Cobalt),,-1,,-1,,-1,,-1,,skipped_already_filled
255101d8-0eba-81a7-bb38-e5650783bd8c,Qash,,20,,28,,26,,4,,skipped_already_filled
255101d8-0eba-8104-95e3-e87288ab405e,ViFi Labs,,21,,29,,27,,4,,skipped_already_filled
255101d8-0eba-811e-9754-c5123a72d946,kinitro,,-1,,-1,,-1,,-1,,skipped_already_filled
